time,open,high,low,close,MA,Smoothing Line,MA,Smoothing Line,Volume,Volume MA
1042209000,927.51,932.89,917.66,927.57,NaN,NaN,NaN,NaN,1485400000,1238747000
1042468200,929.29,935.05,922.05,926.27,NaN,NaN,NaN,NaN,1396300000,1245797000
1042554600,926.15,931.66,921.72,931.66,NaN,NaN,NaN,NaN,1379400000,1248227000
1042641000,932.17,932.59,916.7,918.22,NaN,NaN,NaN,NaN,1432100000,1256252000
1042727400,918.41,926.03,911.98,914.69,NaN,NaN,NaN,NaN,1534600000,1270392000
1042813800,914.6,914.6,899.02,901.78,NaN,NaN,NaN,NaN,1358200000,1265992000
1043159400,901.79,906,887.62,887.62,NaN,NaN,NaN,NaN,1335200000,1263457000
1043245800,887.6,889.74,877.64,878.38,NaN,NaN,NaN,NaN,1560800000,1252360500
1043332200,880.81,890.25,876.89,887.34,NaN,NaN,NaN,NaN,1744550000,1283983000
1043418600,886.28,886.28,859.71,861.4,NaN,NaN,NaN,NaN,1574800000,1339807500
1043677800,858.71,863.95,844.25,847.48,NaN,NaN,NaN,NaN,1435900000,1375547500
1043764200,848.34,860.76,848.34,858.55,NaN,NaN,NaN,NaN,1459100000,1410582500
1043850600,857.78,868.72,845.86,864.36,NaN,NaN,NaN,NaN,1595400000,1437462500
1043937000,864.84,865.48,843.74,844.57,NaN,NaN,NaN,NaN,1510300000,1458552500
1044023400,842.6,858.33,840.34,855.7,NaN,NaN,NaN,NaN,1578530000,1476019000
1044282600,855.7,864.64,855.7,860.32,NaN,NaN,NaN,NaN,1258500000,1482404000
1044369000,858.02,858.02,840.19,848.18,NaN,NaN,NaN,NaN,1451600000,1483189000
1044455400,849.96,861.63,842.11,843.59,NaN,NaN,NaN,NaN,1450800000,1478469000
1044541800,843,844.23,833.25,838.15,NaN,NaN,NaN,NaN,1430900000,1476634000
1044628200,839.29,845.73,826.7,829.69,NaN,NaN,NaN,NaN,1276800000,1462459000
1044887400,830.08,837.16,823.53,835.97,NaN,NaN,NaN,NaN,1238200000,1450099000
1044973800,836.53,843.02,825.09,829.21,NaN,NaN,NaN,NaN,1307000000,1445634000
1045060200,828.96,832.12,818.49,818.68,NaN,NaN,NaN,NaN,1260500000,1439689000
1045146600,818.75,821.25,806.29,817.37,NaN,NaN,NaN,NaN,1489300000,1442549000
1045233000,818.32,834.89,815.03,834.89,NaN,NaN,NaN,NaN,1404600000,1436049000
1045578600,836.43,852.87,836.43,851.17,NaN,NaN,NaN,NaN,1250800000,1430679000
1045665000,851.17,851.17,838.79,845.13,NaN,NaN,NaN,NaN,1075600000,1417699000
1045751400,845.13,849.37,836.56,837.1,NaN,NaN,NaN,NaN,1194100000,1399364000
1045837800,837.81,852.28,831.48,848.17,NaN,NaN,NaN,NaN,1398200000,1382046500
1046097000,847.29,847.29,832.16,832.58,NaN,NaN,NaN,NaN,1229200000,1364766500
1046183400,830.54,839.55,818.54,838.57,NaN,NaN,NaN,NaN,1483700000,1367156500
1046269800,837.73,840.1,826.68,827.55,NaN,NaN,NaN,NaN,1374400000,1362921500
1046356200,829.24,842.19,827.71,837.28,NaN,NaN,NaN,NaN,1287800000,1347541500
1046442600,837.7,847,837.31,841.15,NaN,NaN,NaN,NaN,1373300000,1340691500
1046701800,841.96,852.34,832.74,834.81,NaN,NaN,NaN,NaN,1208900000,1322210000
1046788200,834.87,835.43,821.96,821.99,NaN,NaN,NaN,NaN,1256600000,1322115000
1046874600,821.99,829.87,819,829.85,NaN,NaN,NaN,NaN,1332700000,1316170000
1046961000,828.82,829.56,819.85,822.1,NaN,NaN,NaN,NaN,1299200000,1308590000
1047047400,819.82,829.55,811.23,828.89,NaN,NaN,NaN,NaN,1368500000,1305470000
1047306600,826.12,826.12,806.57,807.48,NaN,NaN,NaN,NaN,1255000000,1304380000
1047393000,808.34,814.25,800.3,800.73,NaN,NaN,NaN,NaN,1427700000,1313855000
1047479400,799.89,804.15,788.9,804.15,NaN,NaN,NaN,NaN,1620000000,1329505000
1047565800,806.48,832.02,806.48,831.9,NaN,NaN,NaN,NaN,1816300000,1357295000
1047652200,831.89,841.39,828.26,833.26,NaN,NaN,NaN,NaN,1541900000,1359925000
1047911400,832.09,862.76,827.17,862.69,NaN,NaN,NaN,NaN,1700420000,1374716000
1047997800,862.78,866.94,857.36,866.45,NaN,NaN,NaN,NaN,1555100000,1389931000
1048084200,865.85,874.99,861.21,874.02,NaN,NaN,NaN,NaN,1473400000,1409821000
1048170600,872.8,879.6,859.01,875.84,NaN,NaN,NaN,NaN,1439100000,1422071000
1048257000,879.12,895.89,877.65,895.89,NaN,NaN,NaN,NaN,1883710000,1446346500
1048516200,890.91,890.91,862.02,864.23,NaN,NaN,NaN,NaN,1293000000,1449536500
1048602600,864.89,879.87,862.59,874.74,NaN,NaN,NaN,NaN,1333400000,1442021500
1048689000,874.54,875.8,866.47,869.95,NaN,NaN,NaN,NaN,1319700000,1439286500
1048775400,868.56,874.15,858.09,868.52,NaN,NaN,NaN,NaN,1232900000,1436541500
1048861800,866.71,869.88,860.83,863.48,NaN,NaN,NaN,NaN,1227000000,1429226500
1049121000,863.18,863.18,843.68,848.12,NaN,NaN,NaN,NaN,1495500000,1443556500
1049207400,849.05,861.28,847.85,858.48,NaN,NaN,NaN,NaN,1461600000,1453806500
1049293800,858.48,884.57,858.48,880.9,NaN,NaN,NaN,NaN,1589800000,1466661500
1049380200,882.07,885.89,876.12,876.45,NaN,NaN,NaN,NaN,1339500000,1468676500
1049466600,877.06,882.73,874.23,878.85,NaN,NaN,NaN,NaN,1241200000,1462311500
1049722200,884.48,904.89,879.78,879.93,NaN,NaN,NaN,NaN,1494000000,1474261500
1049808600,880.01,883.11,874.68,878.29,NaN,NaN,NaN,NaN,1235400000,1464646500
1049895000,878.65,887.35,865.72,865.99,NaN,NaN,NaN,NaN,1293700000,1448331500
1049981400,866.61,871.78,862.76,871.58,NaN,NaN,NaN,NaN,1275300000,1421281500
1050067800,871.58,883.34,865.92,868.3,NaN,NaN,NaN,NaN,1141600000,1401266500
1050327000,868.51,885.26,868.51,885.23,NaN,NaN,NaN,NaN,1131000000,1372795500
1050413400,884.78,891.27,881.85,890.81,NaN,NaN,NaN,NaN,1460200000,1368050500
1050499800,890.81,896.77,877.93,879.91,NaN,NaN,NaN,NaN,1587600000,1373760500
1050586200,879.2,893.83,879.2,893.58,NaN,NaN,NaN,NaN,1430600000,1373335500
1050931800,893.66,898.01,888.17,892.01,NaN,NaN,NaN,NaN,1118700000,1335085000
1051018200,890.63,911.74,886.7,911.37,NaN,NaN,NaN,NaN,1631200000,1351995000
1051104600,911.5,919.74,909.89,919.02,NaN,NaN,NaN,NaN,1667200000,1368685000
1051191000,917.21,917.21,906.69,911.43,NaN,NaN,NaN,NaN,1648100000,1385105000
1051277400,910.57,911.13,897.52,898.81,NaN,NaN,NaN,NaN,1335800000,1390250000
1051536600,899.19,918.15,899.19,914.84,NaN,NaN,NaN,NaN,1273000000,1392550000
1051623000,914.84,924.24,911.1,917.84,NaN,NaN,NaN,NaN,1525600000,1394055000
1051709400,917.34,922.01,911.7,916.92,NaN,NaN,NaN,NaN,1788510000,1410400500
1051795800,916.8,919.68,902.83,916.3,NaN,NaN,NaN,NaN,1397500000,1400785500
1051882200,915.08,930.56,912.35,930.08,NaN,NaN,NaN,NaN,1554300000,1411525500
1052141400,930.57,933.88,924.55,926.55,NaN,NaN,NaN,NaN,1446300000,1421780500
1052227800,926.38,939.61,926.38,934.39,NaN,NaN,NaN,NaN,1649600000,1429560500
1052314200,932.75,937.22,926.41,929.62,NaN,NaN,NaN,NaN,1531900000,1444385500
1052400600,929.62,929.62,919.72,920.27,NaN,NaN,NaN,NaN,1379600000,1448680500
1052487000,921.85,933.77,921.85,933.41,NaN,NaN,NaN,NaN,1326100000,1451220500
1052746200,933.05,946.84,929.3,945.11,NaN,NaN,NaN,NaN,1378800000,1463080500
1052832600,945.11,947.51,938.91,942.3,NaN,NaN,NaN,NaN,1418100000,1477435500
1052919000,943.18,947.29,935.24,939.28,NaN,NaN,NaN,NaN,1401800000,1474515500
1053005400,940.47,948.23,938.79,946.67,NaN,NaN,NaN,NaN,1508700000,1470570500
1053091800,946.5,948.65,938.6,944.3,NaN,NaN,NaN,NaN,1505500000,1474315500
1053351000,942.46,942.46,920.23,920.77,NaN,NaN,NaN,NaN,1375700000,1487165500
1053437400,921.62,925.34,912.05,919.73,NaN,NaN,NaN,NaN,1505300000,1480870500
1053523800,919.01,923.85,914.91,923.42,NaN,NaN,NaN,NaN,1457800000,1470400500
1053610200,923.53,935.3,922.54,931.87,NaN,NaN,NaN,NaN,1448500000,1460420500
1053696600,931.68,935.2,927.42,933.22,NaN,NaN,NaN,NaN,1201000000,1453680500
1054042200,932.16,952.76,927.33,951.48,NaN,NaN,NaN,NaN,1532000000,1466630500
1054128600,951.78,959.39,950.12,953.22,NaN,NaN,NaN,NaN,1559000000,1468300500
1054215000,953.22,962.08,946.23,949.64,NaN,NaN,NaN,NaN,1685800000,1463165000
1054301400,950.7,965.38,950.7,963.59,NaN,NaN,NaN,NaN,1688800000,1477730000
1054560600,965.31,979.11,965.31,967,NaN,NaN,NaN,NaN,1662500000,1483140000
1054647000,967.07,973.02,964.47,971.56,NaN,NaN,NaN,NaN,1450200000,1483335000
1054733400,971.69,987.85,970.72,986.24,NaN,NaN,NaN,NaN,1618700000,1481790000
1054819800,983.94,990.14,978.13,990.14,NaN,NaN,NaN,NaN,1693100000,1489850000
1054906200,990.14,1007.69,986.01,987.76,NaN,NaN,NaN,NaN,1837200000,1512730000
1055165400,986.82,986.82,972.59,975.93,NaN,NaN,NaN,NaN,1307000000,1511775000
1055251800,975.93,984.84,975.93,984.84,NaN,NaN,NaN,NaN,1275400000,1506605000
1055338200,984.84,997.48,981.61,997.48,NaN,NaN,NaN,NaN,1520000000,1511700000
1055424600,997.48,1002.74,991.27,998.51,NaN,NaN,NaN,NaN,1553100000,1519265000
1055511000,999.02,1000.92,984.27,988.61,NaN,NaN,NaN,NaN,1271600000,1507410000
1055770200,988.61,1010.86,988.61,1010.86,NaN,NaN,NaN,NaN,1345900000,1499430000
1055856600,1011.35,1015.33,1007.04,1011.69,NaN,NaN,NaN,NaN,1479700000,1504630000
1055943000,1011.14,1015.12,1004.61,1010.09,NaN,NaN,NaN,NaN,1488900000,1503810000
1056029400,1010.05,1011.22,993.08,994.69,NaN,NaN,NaN,NaN,1530100000,1507425000
1056115800,996.13,1002.09,993.36,995.73,NaN,NaN,NaN,NaN,1698000000,1519900000
1056375000,995.25,995.25,977.4,981.65,NaN,NaN,NaN,NaN,1398100000,1529755000
1056461400,980.68,987.84,979.08,983.44,NaN,NaN,NaN,NaN,1388300000,1522570000
1056547800,983.58,991.64,974.86,975.31,NaN,NaN,NaN,NaN,1459200000,1517580000
1056634200,976.42,986.53,973.8,985.81,NaN,NaN,NaN,NaN,1387400000,1502660000
1056720600,985.82,988.88,974.03,976.22,NaN,NaN,NaN,NaN,1267800000,1481610000
1056979800,977.35,983.61,973.6,974.5,NaN,NaN,NaN,NaN,1587200000,1477845000
1057066200,973.83,983.26,962.1,982.31,NaN,NaN,NaN,NaN,1460200000,1478345000
1057152600,983.34,993.78,983.34,993.75,NaN,NaN,NaN,NaN,1519300000,1473375000
1057239000,992.55,995,983.34,985.7,NaN,NaN,NaN,NaN,775900000,1427515000
1057584600,985.7,1005.56,985.7,1004.5,NaN,NaN,NaN,NaN,1429100000,1407110000
1057671000,1004.44,1008.92,998.73,1007.84,NaN,NaN,NaN,NaN,1565700000,1420045000
1057757400,1007.76,1010.43,998.17,1002.22,NaN,NaN,NaN,NaN,1618000000,1437175000
1057843800,1000.24,1000.24,983.63,988.67,NaN,NaN,NaN,NaN,1465700000,1434460000
1057930200,989.53,1000.86,989.53,998.13,NaN,NaN,NaN,NaN,1212700000,1417440000
1058189400,1001.08,1015.41,1001.08,1003.86,NaN,NaN,NaN,NaN,1448900000,1426305000
1058275800,1003.86,1009.61,996.67,1000.42,NaN,NaN,NaN,NaN,1518600000,1434940000
1058362200,1002.64,1003.47,989.3,994.09,NaN,NaN,NaN,NaN,1662000000,1444055000
1058448600,994,994,978.6,981.73,NaN,NaN,NaN,NaN,1661400000,1452680000
1058535000,981.73,994.25,981.7,993.32,NaN,NaN,NaN,NaN,1365200000,1444435000
1058794200,992.91,992.91,975.63,978.8,NaN,NaN,NaN,NaN,1254200000,1422245000
1058880600,980.42,990.29,976.08,988.11,NaN,NaN,NaN,NaN,1439700000,1424325000
1058967000,988.68,989.86,979.79,988.6,NaN,NaN,NaN,NaN,1362700000,1423045000
1059053400,988.61,998.89,981.07,981.6,NaN,NaN,NaN,NaN,1559000000,1428035000
1059139800,981.81,998.71,977.42,998.68,NaN,NaN,NaN,NaN,1397500000,1428540000
1059399000,999,1000.68,993.59,996.52,NaN,NaN,NaN,NaN,1328600000,1431580000
1059485400,996.52,998.64,984.15,989.28,NaN,NaN,NaN,NaN,1508900000,1427665000
1059571800,989.5,992.62,985.96,987.65,NaN,NaN,NaN,NaN,1391900000,1424250000
1059658200,990.12,1004.59,988.85,990.31,NaN,NaN,NaN,NaN,1608000000,1428685000
1059744600,989.73,989.9,978.86,980.15,NaN,NaN,NaN,NaN,1390600000,1459420000
1060003800,979.92,985.75,966.79,982.82,NaN,NaN,NaN,NaN,1318700000,1453900000
1060090200,982.41,982.61,964.97,965.47,NaN,NaN,NaN,NaN,1351700000,1443200000
1060176600,964.25,975.74,960.84,967.08,NaN,NaN,NaN,NaN,1491000000,1436850000
1060263000,966.93,974.89,963.82,974.12,NaN,NaN,NaN,NaN,1389300000,1433030000
1060349400,974.12,980.57,973.83,977.59,NaN,NaN,NaN,NaN,1086600000,1426725000
1060608600,977.59,985.46,974.21,980.59,NaN,NaN,NaN,NaN,1022200000,1405390000
1060695000,981.34,990.41,979.9,990.35,NaN,NaN,NaN,NaN,1132300000,1386075000
1060781400,991.2,992.5,980.85,984.03,NaN,NaN,NaN,NaN,1208800000,1363415000
1060867800,984.3,991.91,980.36,990.51,NaN,NaN,NaN,NaN,1186800000,1339685000
1060954200,990.19,992.39,986.44,990.67,NaN,NaN,NaN,NaN,636370000,1303243500
1061213400,991.47,1000.35,991.47,999.74,NaN,NaN,NaN,NaN,1127600000,1296913500
1061299800,1000.65,1003.3,995.3,1002.33,NaN,NaN,NaN,NaN,1300600000,1289958500
1061386200,1000.84,1003.54,996.62,1000.3,NaN,NaN,NaN,NaN,1210800000,1282363500
1061472600,1001.67,1009.53,999.33,1003.27,NaN,NaN,NaN,NaN,1407100000,1274768500
1061559000,1005.43,1011.01,992.62,993.05,NaN,NaN,NaN,NaN,1308900000,1270338500
1061818200,992.94,993.71,987.91,993.71,NaN,NaN,NaN,NaN,971700000,1252493500
1061904600,992.47,997.93,983.57,996.73,NaN,NaN,NaN,NaN,1178700000,1235983500
1061991000,995.95,998.05,993.33,996.79,NaN,NaN,NaN,NaN,1051400000,1218958500
1062077400,997.43,1004.12,991.42,1002.84,NaN,NaN,NaN,NaN,1165200000,1196818500
1062163800,1002.2,1008.85,999.52,1008.03,NaN,NaN,NaN,NaN,945100000,1174543500
1062509400,1008.96,1022.59,1005.67,1021.99,NaN,NaN,NaN,NaN,1470500000,1182133500
1062595800,1023.33,1029.34,1022.45,1026.27,NaN,NaN,NaN,NaN,1675600000,1198328500
1062682200,1026.27,1029.17,1022.19,1027.97,NaN,NaN,NaN,NaN,1453900000,1196473500
1062768600,1027.11,1029.21,1018.19,1021.37,NaN,NaN,NaN,NaN,1465200000,1200268500
1063027800,1021.93,1032.41,1021.93,1031.64,NaN,NaN,NaN,NaN,1299300000,1210903500
1063114200,1031.15,1031.15,1021.14,1023.17,NaN,NaN,NaN,NaN,1414800000,1230533500
1063200600,1021.51,1021.51,1009.74,1010.93,NaN,NaN,NaN,NaN,1582100000,1253023500
1063287000,1011.58,1020.88,1011.58,1016.42,NaN,NaN,NaN,NaN,1335900000,1259378500
1063373400,1014.55,1019.65,1007.71,1018.63,NaN,NaN,NaN,NaN,1236700000,1261873500
1063632600,1018.68,1019.79,1013.59,1014.81,NaN,NaN,NaN,NaN,1151300000,1287620000
1063719000,1015.03,1029.66,1015.03,1029.32,NaN,NaN,NaN,NaN,1403200000,1301400000
1063805400,1028.98,1031.34,1024.53,1025.97,NaN,NaN,NaN,NaN,1338210000,1303280500
1063891800,1025.84,1040.16,1025.75,1039.58,NaN,NaN,NaN,NaN,1498800000,1317680500
1063978200,1039.58,1040.29,1031.89,1036.31,NaN,NaN,NaN,NaN,1518600000,1323255500
1064237400,1036.3,1036.3,1018.3,1022.79,NaN,NaN,NaN,NaN,1278800000,1321750500
1064323800,1022.82,1030.12,1021.54,1029.04,NaN,NaN,NaN,NaN,1301700000,1338250500
1064410200,1029.16,1029.83,1008.93,1009.38,NaN,NaN,NaN,NaN,1556000000,1357115500
1064496600,1010.19,1015.97,1003.26,1003.26,NaN,NaN,NaN,NaN,1530000000,1381045500
1064583000,1003.45,1003.45,996.08,996.85,NaN,NaN,NaN,NaN,1472500000,1396410500
1064842200,998.09,1006.89,995.31,1006.59,NaN,NaN,NaN,NaN,1366500000,1417480500
1064928600,1005.14,1005.14,990.36,995.95,NaN,NaN,NaN,NaN,1590500000,1423480500
1065015000,997.12,1018.22,997.12,1018.22,NaN,NaN,NaN,NaN,1566300000,1418015500
1065101400,1017.78,1021.87,1013.38,1020.24,NaN,NaN,NaN,NaN,1269300000,1408785500
1065187800,1024.93,1039.31,1024.93,1029.85,NaN,NaN,NaN,NaN,1570500000,1414050500
1065447000,1030.25,1036.48,1029.15,1034.35,NaN,NaN,NaN,NaN,1025800000,1400375500
1065533400,1032.81,1039.25,1026.19,1039.25,NaN,NaN,NaN,NaN,1279500000,1393610500
1065619800,1039.25,1040.08,1030.96,1033.78,NaN,NaN,NaN,NaN,1262500000,1377630500
1065706200,1036.42,1048.28,1034.92,1038.73,NaN,NaN,NaN,NaN,1578700000,1389770500
1065792600,1038.83,1040.84,1035.74,1038.06,NaN,NaN,NaN,NaN,1108100000,1383340500
1066051800,1039.29,1048.9,1039.29,1045.35,NaN,NaN,NaN,NaN,1040500000,1377800500
1066138200,1045.35,1049.49,1040.84,1049.48,NaN,NaN,NaN,NaN,1271900000,1371235500
1066224600,1052.82,1053.79,1043.15,1046.76,NaN,NaN,NaN,NaN,1521100000,1380380000
1066311000,1045.47,1052.94,1044.04,1050.07,NaN,NaN,NaN,NaN,1417700000,1376325000
1066397400,1050.07,1051.9,1036.57,1039.32,NaN,NaN,NaN,NaN,1352000000,1367995000
1066656600,1039.4,1044.69,1036.13,1044.68,NaN,NaN,NaN,NaN,1172600000,1362685000
1066743000,1045.24,1048.57,1042.5,1046.03,NaN,NaN,NaN,NaN,1498000000,1372500000
1066829400,1046.02,1046.02,1028.39,1030.36,NaN,NaN,NaN,NaN,1647200000,1377060000
1066915800,1030.36,1035.44,1025.87,1033.77,NaN,NaN,NaN,NaN,1604300000,1380775000
1067002200,1030.79,1030.79,1018.32,1028.91,NaN,NaN,NaN,NaN,1420300000,1378165000
1067265000,1030.57,1037.75,1029.19,1031.13,NaN,NaN,NaN,NaN,1371800000,1378430000
1067351400,1032.75,1046.79,1032.75,1046.79,NaN,NaN,NaN,NaN,1629200000,1380365000
1067437800,1046.79,1049.83,1043.35,1048.11,NaN,NaN,NaN,NaN,1562600000,1380180000
1067524200,1050.3,1052.82,1043.82,1046.94,NaN,NaN,NaN,NaN,1629700000,1398200000
1067610600,1046.94,1053.09,1046.94,1050.71,NaN,NaN,NaN,NaN,1498900000,1394620000
1067869800,1051.84,1061.44,1051.84,1059.02,NaN,NaN,NaN,NaN,1378200000,1412240000
1067956200,1059.02,1059.02,1051.7,1053.25,NaN,NaN,NaN,NaN,1417600000,1419145000
1068042600,1053.31,1054.54,1044.88,1051.81,NaN,NaN,NaN,NaN,1401800000,1426110000
1068129000,1053.51,1058.94,1046.93,1058.05,NaN,NaN,NaN,NaN,1453900000,1419870000
1068215400,1059.22,1062.39,1052.17,1053.21,NaN,NaN,NaN,NaN,1440500000,1436490000
1068474600,1053.44,1053.65,1045.58,1047.11,NaN,NaN,NaN,NaN,1243600000,1446645000
1068561000,1046.88,1048.23,1043.46,1046.57,NaN,NaN,NaN,NaN,1162500000,1441175000
1068647400,1047.02,1059.1,1046.74,1058.53,NaN,NaN,NaN,NaN,1349300000,1432585000
1068733800,1057.54,1059.62,1052.96,1058.41,NaN,NaN,NaN,NaN,1383000000,1430850000
1068820200,1058.41,1063.65,1048.11,1050.35,NaN,NaN,NaN,NaN,1356100000,1431055000
1069079400,1049.04,1049.04,1035.28,1043.63,NaN,NaN,NaN,NaN,1374300000,1441140000
1069165800,1043.7,1048.77,1034,1034.15,NaN,NaN,NaN,NaN,1354300000,1433955000
1069252200,1034.15,1043.95,1034.15,1042.44,NaN,NaN,NaN,NaN,1326200000,1417905000
1069338600,1041.13,1046.48,1033.42,1033.65,NaN,NaN,NaN,NaN,1326700000,1404025000
1069425000,1035.25,1037.57,1031.2,1035.28,NaN,NaN,NaN,NaN,1273800000,1396700000
1069684200,1036.44,1052.08,1036.44,1052.08,NaN,NaN,NaN,NaN,1302800000,1393250000
1069770600,1052.11,1058.05,1049.31,1053.89,NaN,NaN,NaN,NaN,1333700000,1378475000
1069857000,1055.25,1058.45,1048.28,1058.45,NaN,NaN,NaN,NaN,1097700000,1355230000
1070029800,1057.89,1060.63,1056.77,1058.2,NaN,NaN,NaN,NaN,487220000,1298106000
1070289000,1059.64,1070.47,1059.64,1070.12,NaN,NaN,NaN,NaN,1375000000,1291911000
1070375400,1070.12,1071.22,1065.22,1066.62,NaN,NaN,NaN,NaN,1383200000,1292161000
1070461800,1067.68,1074.3,1064.63,1064.73,NaN,NaN,NaN,NaN,1441700000,1293366000
1070548200,1065.35,1070.37,1063.15,1069.72,NaN,NaN,NaN,NaN,1463100000,1296431000
1070634600,1067.32,1068.41,1060.09,1061.5,NaN,NaN,NaN,NaN,1265900000,1287031000
1070893800,1061.49,1069.59,1060.93,1069.3,NaN,NaN,NaN,NaN,1218900000,1275951000
1070980200,1069.3,1071.94,1059.16,1060.18,NaN,NaN,NaN,NaN,1465500000,1287046000
1071066600,1060.65,1063.02,1053.41,1059.05,NaN,NaN,NaN,NaN,1444000000,1301121000
1071153000,1059.25,1073.63,1059.25,1071.21,NaN,NaN,NaN,NaN,1441100000,1305711000
1071239400,1071.21,1074.76,1067.64,1074.14,NaN,NaN,NaN,NaN,1223100000,1297716000
1071498600,1077.77,1082.79,1068,1068.04,NaN,NaN,NaN,NaN,1520800000,1305951000
1071585000,1068.09,1075.94,1068.06,1075.13,NaN,NaN,NaN,NaN,1547900000,1314631000
1071671400,1075.13,1076.54,1071.14,1076.48,NaN,NaN,NaN,NaN,1441700000,1319001000
1071757800,1076.8,1089.5,1076.8,1089.18,NaN,NaN,NaN,NaN,1579900000,1331686000
1071844200,1089.18,1091.06,1084.19,1088.66,NaN,NaN,NaN,NaN,1657300000,1348216000
1072103400,1088.64,1092.94,1086.14,1092.94,NaN,NaN,NaN,NaN,1251700000,1347111000
1072189800,1092.94,1096.95,1091.73,1096.02,NaN,NaN,NaN,NaN,1145300000,1339236000
1072276200,1095.25,1096.4,1092.73,1094.04,NaN,NaN,NaN,NaN,518060000,1298454000
1072449000,1094.23,1098.47,1094.23,1095.89,NaN,NaN,NaN,NaN,356070000,1261372500
1072708200,1095.89,1109.48,1095.89,1109.48,NaN,NaN,NaN,NaN,1058800000,1289951500
1072794600,1109.19,1109.75,1106.41,1109.64,NaN,NaN,NaN,NaN,1012600000,1271831500
1072881000,1109.49,1112.56,1106.21,1111.92,NaN,NaN,NaN,NaN,1027500000,1254046500
1073053800,1112.64,1118.85,1105.08,1108.49,NaN,NaN,NaN,NaN,1153200000,1239621500
1073313000,1110.62,1122.22,1110.62,1122.22,NaN,NaN,NaN,NaN,1578200000,1245376500
1073399400,1121.58,1124.46,1118.44,1123.67,NaN,NaN,NaN,NaN,1494500000,1256806500
1073485800,1123.62,1126.33,1116.45,1126.33,NaN,NaN,NaN,NaN,1704900000,1281106500
1073572200,1126.33,1131.92,1124.91,1131.92,NaN,NaN,NaN,NaN,1868400000,1301251500
1073658600,1131.34,1131.36,1120.9,1121.86,NaN,NaN,NaN,NaN,1720700000,1315086500
1073917800,1122.53,1127.85,1120.9,1127.23,NaN,NaN,NaN,NaN,1510200000,1318541500
1074004200,1127.23,1129.07,1115.19,1121.22,NaN,NaN,NaN,NaN,1595900000,1337181500
1074090600,1121.22,1130.75,1121.22,1130.52,NaN,NaN,NaN,NaN,1514600000,1336871500
1074177000,1130.52,1137.11,1124.5,1132.05,NaN,NaN,NaN,NaN,1695000000,1344226500
1074263400,1132.23,1139.83,1132.23,1139.83,NaN,NaN,NaN,NaN,1721100000,1358196500
1074609000,1140.62,1142.93,1135.4,1138.77,NaN,NaN,NaN,NaN,1698200000,1364111500
1074695400,1138.77,1149.21,1134.62,1147.62,NaN,NaN,NaN,NaN,1757600000,1369126500
1074781800,1148.01,1150.51,1143.01,1143.94,NaN,NaN,NaN,NaN,1693700000,1391226500
1074868200,1145.11,1150.31,1136.85,1141.55,NaN,NaN,NaN,NaN,1561200000,1412021500
1075127400,1141.01,1155.38,1141,1155.37,NaN,NaN,NaN,NaN,1480600000,1460148500
1075213800,1154.4,1155.2,1144.05,1144.05,NaN,NaN,NaN,NaN,1673100000,1526000000
1075300200,1145.33,1149.14,1126.5,1128.48,NaN,NaN,NaN,NaN,1842000000,1565160000
1075386600,1128.5,1134.39,1122.38,1134.11,NaN,NaN,NaN,NaN,1921900000,1610625000
1075473000,1134.17,1134.17,1127.73,1131.13,NaN,NaN,NaN,NaN,1635000000,1641000000
1075732200,1131.88,1142.58,1127.87,1135.26,NaN,NaN,NaN,NaN,1599200000,1663300000
1075818600,1135.26,1137.44,1131.33,1136.03,NaN,NaN,NaN,NaN,1476900000,1658235000
1075905000,1133.6,1133.6,1124.74,1126.52,NaN,NaN,NaN,NaN,1634800000,1665250000
1075991400,1126.49,1131.17,1124.44,1128.59,NaN,NaN,NaN,NaN,1566600000,1658335000
1076077800,1129.29,1142.79,1128.39,1142.76,NaN,NaN,NaN,NaN,1477600000,1638795000
1076337000,1142.74,1144.46,1139.21,1139.81,NaN,NaN,NaN,NaN,1303500000,1617935000
1076423400,1139.81,1147.02,1138.7,1145.54,NaN,NaN,NaN,NaN,1403900000,1612620000
1076509800,1145.35,1158.89,1142.33,1157.76,NaN,NaN,NaN,NaN,1699300000,1617790000
1076596200,1157.76,1157.76,1151.44,1152.11,NaN,NaN,NaN,NaN,1464300000,1615275000
1076682600,1152.71,1156.88,1143.23,1145.81,NaN,NaN,NaN,NaN,1329200000,1596985000
1077028200,1147.75,1158.98,1147.75,1156.99,NaN,NaN,NaN,NaN,1396500000,1580755000
1077114600,1157.4,1157.4,1149.42,1151.82,NaN,NaN,NaN,NaN,1382400000,1564965000
1077201000,1151.82,1158.57,1146.83,1147.06,NaN,NaN,NaN,NaN,1562800000,1555225000
1077287400,1147.06,1149.81,1139,1144.11,NaN,NaN,NaN,NaN,1479600000,1544520000
1077546600,1144.88,1146.69,1136.98,1140.99,NaN,NaN,NaN,NaN,1380400000,1535480000
1077633000,1139.97,1144.54,1134.43,1139.09,NaN,NaN,NaN,NaN,1543600000,1538630000
1077719400,1139.82,1145.24,1138.71,1143.67,NaN,NaN,NaN,NaN,1360700000,1523010000
1077805800,1141.66,1147.23,1138.62,1144.91,NaN,NaN,NaN,NaN,1383900000,1500105000
1077892200,1145.8,1151.68,1141.8,1144.94,NaN,NaN,NaN,NaN,1540400000,1481030000
1078151400,1144.94,1157.45,1144.94,1155.97,NaN,NaN,NaN,NaN,1497100000,1474135000
